City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
225,Lac-Megantic,45.58,-70.88,42.8,84,90,13.87,CA,2020-05-11 04:15:54,overcast clouds,0.0,0.0
226,Tubuala,9.52,-79.03,82.4,78,100,2.24,PA,2020-05-11 04:15:55,overcast clouds,0.0,0.0
227,Santa Maria,-29.68,-53.81,66.07,71,85,6.15,BR,2020-05-11 04:15:55,overcast clouds,0.0,0.0
228,Saint George,37.1,-113.58,75.2,36,40,19.46,US,2020-05-11 04:15:55,scattered clouds,0.0,0.0
229,Dzilam Gonzalez,21.28,-88.93,75.33,89,51,4.99,MX,2020-05-11 04:15:56,broken clouds,0.0,0.0
230,Sur,22.57,59.53,91.83,31,18,6.17,OM,2020-05-11 04:15:56,few clouds,0.0,0.0
231,Boden,65.83,21.69,32.0,95,99,16.11,SE,2020-05-11 04:15:56,overcast clouds,0.0,0.0
232,Grand Gaube,-20.01,57.66,73.0,63,100,3.0,MU,2020-05-11 04:15:56,overcast clouds,0.0,0.0
233,Brigantine,39.41,-74.36,53.6,62,1,10.29,US,2020-05-11 04:13:32,clear sky,0.0,0.0
234,Namibe,-15.2,12.15,77.76,50,37,1.99,AO,2020-05-11 04:14:29,scattered clouds,0.0,0.0
235,Parakou,9.34,2.63,73.85,91,100,5.97,BJ,2020-05-11 04:15:57,overcast clouds,0.0,0.0
236,Eyemouth,55.87,-2.09,37.99,76,99,20.38,GB,2020-05-11 04:15:57,overcast clouds,0.0,0.0
237,Maceio,-9.67,-35.74,73.4,100,75,2.24,BR,2020-05-11 04:15:57,light rain,0.0,0.0
238,Vestmannaeyjar,63.44,-20.27,42.53,77,24,15.88,IS,2020-05-11 04:15:58,few clouds,0.0,0.0
239,Menongue,-14.66,17.69,61.99,67,100,3.58,AO,2020-05-11 04:15:58,overcast clouds,0.0,0.0
240,Minab,27.15,57.08,86.0,51,92,2.24,IR,2020-05-11 04:15:58,overcast clouds,0.0,0.0
241,Nunchia,5.64,-72.2,73.33,86,52,2.21,CO,2020-05-11 04:15:58,light rain,0.0,0.0
242,Longido,-2.73,36.68,61.39,86,76,7.25,TZ,2020-05-11 04:15:58,broken clouds,0.0,0.0
243,Mitsamiouli,-11.38,43.28,81.19,75,83,7.2,KM,2020-05-11 04:15:59,moderate rain,0.0,0.0
244,Andilamena,-17.02,48.58,62.15,87,93,8.46,MG,2020-05-11 04:15:59,overcast clouds,0.0,0.0
245,Jumla,29.27,82.18,63.41,42,60,4.43,NP,2020-05-11 04:12:01,light rain,0.0,0.0
246,Deep River,46.1,-77.5,39.2,55,90,8.05,CA,2020-05-11 04:15:59,overcast clouds,0.0,0.0
247,Aviles,43.55,-5.92,54.0,100,77,3.36,ES,2020-05-11 04:15:59,broken clouds,0.0,0.0
248,Kajaani,64.23,27.73,32.0,97,90,8.05,FI,2020-05-11 04:16:00,overcast clouds,0.0,0.0
249,Gujar Khan,33.26,73.3,82.99,51,100,12.75,PK,2020-05-11 04:16:00,light rain,0.0,0.0
250,Utiel,39.57,-1.2,52.0,82,6,4.0,ES,2020-05-11 04:16:00,clear sky,0.0,0.0
251,Kaka,37.35,59.61,75.88,46,0,20.92,TM,2020-05-11 04:16:00,clear sky,0.0,0.0
252,Tangwani,28.28,69.0,86.0,58,46,9.17,PK,2020-05-11 04:16:01,haze,0.0,0.0
253,Sao Jose Da Coroa Grande,-8.9,-35.15,77.63,85,97,6.24,BR,2020-05-11 04:16:01,light rain,0.0,0.0
254,Belaya Kalitva,48.17,40.78,56.25,78,99,13.76,RU,2020-05-11 04:16:01,overcast clouds,0.0,0.0
255,Wilmington,34.23,-77.94,57.2,82,20,8.16,US,2020-05-11 04:12:30,few clouds,0.0,0.0
256,Moanda,-1.56,13.22,69.03,98,80,1.1,GA,2020-05-11 04:16:02,broken clouds,0.0,0.0
257,Gilgit,35.92,74.31,67.26,26,90,2.08,PK,2020-05-11 04:16:02,overcast clouds,0.0,0.0
258,De Aar,-30.65,24.01,51.42,46,0,2.44,ZA,2020-05-11 04:16:02,clear sky,0.0,0.0
259,Koping,59.51,15.99,36.0,74,15,10.29,SE,2020-05-11 04:16:02,few clouds,0.0,0.0
260,Santa Isabel Do Rio Negro,-0.41,-65.02,73.35,98,99,1.9,BR,2020-05-11 04:16:03,overcast clouds,0.0,0.0
261,Peski,55.22,38.76,53.6,58,87,6.71,RU,2020-05-11 04:16:03,overcast clouds,0.0,0.0
262,Epping,-33.77,151.08,68.0,93,0,5.37,AU,2020-05-11 04:16:03,clear sky,0.0,0.0
263,Mangrol,21.12,70.12,86.65,59,0,7.27,IN,2020-05-11 04:16:03,clear sky,0.0,0.0
264,Tabou,4.42,-7.35,79.93,85,99,9.48,CI,2020-05-11 04:16:04,light rain,0.0,0.0
265,Macae,-22.37,-41.79,63.72,76,0,7.72,BR,2020-05-11 04:16:04,clear sky,0.0,0.0
266,Barra Do Bugres,-15.07,-57.18,71.58,93,62,4.09,BR,2020-05-11 04:16:04,broken clouds,0.0,0.0
267,Ilheus,-14.79,-39.05,70.74,80,77,8.93,BR,2020-05-11 04:12:57,broken clouds,0.0,0.0
268,Ongandjera,-17.88,15.07,68.83,44,60,8.43,NA,2020-05-11 04:16:05,broken clouds,0.0,0.0
269,Skibbereen,51.55,-9.27,39.2,60,75,16.11,IE,2020-05-11 04:16:05,broken clouds,0.0,0.0
270,Humaita,-7.51,-63.02,74.23,97,32,1.41,BR,2020-05-11 04:16:05,moderate rain,0.0,0.0
271,Am Timan,11.03,20.28,82.56,53,21,7.38,TD,2020-05-11 04:16:05,few clouds,0.0,0.0
272,Kabinda,-6.13,24.48,66.34,89,68,4.32,CD,2020-05-11 04:16:05,broken clouds,0.0,0.0
273,Florida,28.75,-82.5,68.0,88,1,6.31,US,2020-05-11 04:16:06,clear sky,0.0,0.0
274,Kamenka,51.32,42.77,51.01,88,100,7.0,RU,2020-05-11 04:16:06,overcast clouds,0.0,0.0
275,Shahr-E Kord,32.33,50.86,57.2,33,92,6.93,IR,2020-05-11 04:16:06,overcast clouds,0.0,0.0
276,Rocha,-34.48,-54.33,66.18,77,57,10.71,UY,2020-05-11 04:16:06,light rain,0.0,0.0
277,La Roche-Sur-Yon,46.67,-1.43,51.8,93,100,21.92,FR,2020-05-11 04:16:06,light rain,0.0,0.0
278,Tselinnoye,53.08,85.67,76.48,31,76,5.57,RU,2020-05-11 04:16:07,broken clouds,0.0,0.0
279,Kadnikov,59.5,40.34,49.62,72,69,3.42,RU,2020-05-11 04:16:07,broken clouds,0.0,0.0
280,Severodvinsk,64.56,39.83,39.2,80,87,4.47,RU,2020-05-11 04:16:07,overcast clouds,0.0,0.0
281,Laguna,38.42,-121.42,62.01,59,1,11.41,US,2020-05-11 04:16:08,clear sky,0.0,0.0
282,Tambura,5.6,27.47,69.57,94,98,3.47,SS,2020-05-11 04:16:08,light rain,0.0,0.0
283,Leshukonskoye,64.9,45.76,40.19,86,10,4.79,RU,2020-05-11 04:16:08,clear sky,0.0,0.0
284,San Borja,-14.82,-66.85,70.11,88,100,2.19,BO,2020-05-11 04:16:08,overcast clouds,0.0,0.0
285,Korla,41.76,86.15,73.65,16,100,7.87,CN,2020-05-11 04:14:16,overcast clouds,0.0,0.0
286,Blind River,46.18,-82.96,39.2,55,90,14.99,CA,2020-05-11 04:16:09,overcast clouds,0.0,0.0
287,Nouadhibou,20.93,-17.03,66.56,79,62,22.39,MR,2020-05-11 04:16:09,broken clouds,0.0,0.0
288,Kutum,14.2,24.67,64.83,25,0,4.38,SD,2020-05-11 04:16:09,clear sky,0.0,0.0
289,Muyezerskiy,63.93,31.65,41.74,65,94,13.91,RU,2020-05-11 04:16:09,overcast clouds,0.0,0.0
290,Nioro,13.35,-15.75,69.76,84,32,5.99,GM,2020-05-11 04:16:10,scattered clouds,0.0,0.0
291,Coihaique,-45.58,-72.07,37.4,93,29,3.36,CL,2020-05-11 04:16:10,scattered clouds,0.0,0.0
292,Mehran,33.12,46.16,57.2,47,0,4.7,IR,2020-05-11 04:16:11,clear sky,0.0,0.0
293,Raga,8.46,25.68,77.22,66,98,3.4,SS,2020-05-11 04:16:11,overcast clouds,0.0,0.0
294,Caibarien,22.52,-79.47,71.6,100,75,3.36,CU,2020-05-11 04:16:11,light rain,0.0,0.0
295,Mugango,-1.68,33.7,65.46,87,83,5.14,TZ,2020-05-11 04:16:11,broken clouds,0.0,0.0
296,Isabela,6.71,121.97,89.6,70,20,5.82,PH,2020-05-11 04:16:12,few clouds,0.0,0.0
297,Najran,17.49,44.13,71.6,49,0,3.18,SA,2020-05-11 04:13:31,clear sky,0.0,0.0
298,Qasigiannguit,68.82,-51.19,28.4,86,100,3.36,GL,2020-05-11 04:13:37,overcast clouds,0.0,0.0
299,Antofagasta,-23.65,-70.4,60.8,77,90,8.05,CL,2020-05-11 04:16:12,overcast clouds,0.0,0.0
300,Jacareacanga,-6.22,-57.75,73.56,96,99,1.86,BR,2020-05-11 04:16:12,overcast clouds,0.0,0.0
301,Mugla,37.23,28.36,55.4,87,75,4.7,TR,2020-05-11 04:16:13,broken clouds,0.0,0.0
302,Darnah,32.77,22.64,70.59,36,0,20.51,LY,2020-05-11 04:12:23,clear sky,0.0,0.0
303,Loubomo,-4.2,12.67,71.15,97,100,1.81,CG,2020-05-11 04:16:14,light rain,0.0,0.0
304,Veraval,20.9,70.37,86.92,57,0,5.64,IN,2020-05-11 04:16:14,clear sky,0.0,0.0
305,Kotovo,50.32,44.8,49.8,91,100,15.7,RU,2020-05-11 04:16:14,light rain,0.0,0.0
306,Duku,11.24,4.91,80.6,69,100,5.28,NG,2020-05-11 04:16:15,overcast clouds,0.0,0.0
307,Sardinata,8.08,-72.8,77.94,67,4,3.8,CO,2020-05-11 04:16:15,clear sky,0.0,0.0
308,Tazovskiy,67.47,78.7,32.52,100,100,0.83,RU,2020-05-11 04:16:15,light rain,0.0,0.0
309,Kemijarvi,66.71,27.43,31.8,98,100,5.26,FI,2020-05-11 04:16:15,light snow,0.0,0.0
310,Murdochville,48.96,-65.5,30.69,99,65,12.88,CA,2020-05-11 04:16:15,broken clouds,0.0,0.0
311,Kudahuvadhoo,2.67,72.89,85.75,79,99,16.82,MV,2020-05-11 04:16:16,moderate rain,0.0,0.0
312,Tabuk,17.42,121.44,91.02,55,1,5.77,PH,2020-05-11 04:16:16,clear sky,0.0,0.0
313,Andenes,69.31,16.12,33.8,82,94,12.75,NO,2020-05-11 04:14:49,light snow,0.0,0.0
314,Saint-Francois,46.42,3.91,57.2,87,100,2.24,FR,2020-05-11 04:16:16,light rain,0.0,0.0
315,Fatick,14.36,-16.59,75.2,73,39,2.24,SN,2020-05-11 04:16:16,scattered clouds,0.0,0.0
316,Atbasar,51.8,68.33,72.86,49,0,3.29,KZ,2020-05-11 04:16:17,clear sky,0.0,0.0
317,Kanniyakumari,8.08,77.57,87.31,66,78,1.86,IN,2020-05-11 04:16:17,broken clouds,0.0,0.0
318,Pankrushikha,53.83,80.34,74.41,38,50,4.34,RU,2020-05-11 04:16:17,scattered clouds,0.0,0.0
319,Dawlatabad,36.41,64.91,82.71,32,0,1.12,AF,2020-05-11 04:16:17,clear sky,0.0,0.0
320,Quimper,48.0,-4.1,48.2,81,90,23.04,FR,2020-05-11 04:16:17,overcast clouds,0.0,0.0
321,Necochea,-38.55,-58.74,54.0,59,0,8.01,AR,2020-05-11 04:15:29,clear sky,0.0,0.0
322,Cabedelo,-6.98,-34.83,75.2,94,20,5.82,BR,2020-05-11 04:16:18,few clouds,0.0,0.0
323,Iesolo,45.53,12.64,62.6,93,75,10.29,IT,2020-05-11 04:16:18,light rain,0.0,0.0
324,Bahia Blanca,-38.72,-62.27,57.43,37,0,16.49,AR,2020-05-11 04:15:05,clear sky,0.0,0.0
325,Henties Bay,-22.12,14.28,69.08,48,27,0.98,NA,2020-05-11 04:16:18,scattered clouds,0.0,0.0
326,Cayenne,4.93,-52.33,77.0,100,90,2.24,GF,2020-05-11 04:13:25,overcast clouds,0.0,0.0
327,Mabaruma,8.2,-59.78,75.65,86,29,4.05,GY,2020-05-11 04:16:19,scattered clouds,0.0,0.0
328,Vista Hermosa,19.52,-99.22,60.01,67,75,13.87,MX,2020-05-11 04:16:19,broken clouds,0.0,0.0
329,Noyabrsk,63.2,75.45,67.87,43,100,13.2,RU,2020-05-11 04:16:19,overcast clouds,0.0,0.0
330,Praia,14.92,-23.51,71.6,78,40,17.22,CV,2020-05-11 04:12:46,scattered clouds,0.0,0.0
331,Bisira,8.52,-81.71,62.11,100,100,3.31,PA,2020-05-11 04:16:19,overcast clouds,0.0,0.0
332,Padre Bernardo,-15.35,-48.5,63.03,89,5,3.76,BR,2020-05-11 04:16:21,clear sky,0.0,0.0
333,Oum Hadjer,13.3,19.7,80.38,15,82,9.78,TD,2020-05-11 04:16:21,broken clouds,0.0,0.0
334,Sokoni,-6.43,39.55,79.88,80,61,16.35,TZ,2020-05-11 04:16:22,broken clouds,0.0,0.0
335,Aguimes,27.91,-15.45,68.0,68,75,16.11,ES,2020-05-11 04:16:22,broken clouds,0.0,0.0
336,Anavra,39.2,22.08,55.4,93,75,2.93,GR,2020-05-11 04:16:22,broken clouds,0.0,0.0
337,Tamandare,-8.76,-35.1,77.76,85,100,6.46,BR,2020-05-11 04:16:23,light rain,0.0,0.0
338,Leh,34.17,77.58,42.35,55,60,2.21,IN,2020-05-11 04:15:37,broken clouds,0.0,0.0
339,Cockburn Town,21.46,-71.14,80.15,81,100,24.94,TC,2020-05-11 04:14:26,overcast clouds,0.0,0.0
340,Tabas,33.6,56.92,77.0,29,39,2.24,IR,2020-05-11 04:16:23,scattered clouds,0.0,0.0
341,Turukhansk,65.82,87.98,51.06,64,1,10.87,RU,2020-05-11 04:16:24,clear sky,0.0,0.0
342,Dharchula,29.85,80.53,73.6,40,22,3.53,IN,2020-05-11 04:16:24,few clouds,0.0,0.0
343,Cuamba,-14.8,36.54,59.63,96,91,4.29,MZ,2020-05-11 04:14:50,overcast clouds,0.0,0.0
344,Micheweni,-4.97,39.83,79.68,78,100,12.97,TZ,2020-05-11 04:16:24,light rain,0.0,0.0
345,Patacamaya,-17.23,-67.92,46.51,53,1,2.37,BO,2020-05-11 04:16:25,clear sky,0.0,0.0
346,Takoradi,4.88,-1.76,73.62,91,100,2.57,GH,2020-05-11 04:16:25,moderate rain,0.0,0.0
347,Dodola,6.98,39.18,54.25,88,80,3.51,ET,2020-05-11 04:16:25,broken clouds,0.0,0.0
348,Bartoszyce,54.25,20.81,57.2,94,100,13.31,PL,2020-05-11 04:16:25,light rain,0.0,0.0
349,Urumqi,43.8,87.6,77.0,13,87,11.18,CN,2020-05-11 04:13:25,overcast clouds,0.0,0.0
350,Itaueira,-7.6,-43.03,69.57,88,6,5.64,BR,2020-05-11 04:16:26,clear sky,0.0,0.0
351,Chachapoyas,-6.23,-77.87,55.26,89,80,1.61,PE,2020-05-11 04:16:26,broken clouds,0.0,0.0
352,Eyl,7.98,49.82,83.14,72,60,4.32,SO,2020-05-11 04:16:27,broken clouds,0.0,0.0
353,Margate,51.38,1.39,46.99,37,63,20.0,GB,2020-05-11 04:14:32,broken clouds,0.0,0.0
354,Napasar,27.97,73.55,102.65,15,5,17.05,IN,2020-05-11 04:16:27,clear sky,0.0,0.0
355,Muros,42.78,-9.06,53.01,90,7,5.99,ES,2020-05-11 04:16:27,clear sky,0.0,0.0
356,Thompson,55.74,-97.86,24.8,49,5,6.93,CA,2020-05-11 04:16:28,clear sky,0.0,0.0
357,Belz,47.68,-3.17,48.99,79,100,15.01,FR,2020-05-11 04:16:28,overcast clouds,0.0,0.0
358,Ghugus,19.93,79.13,97.86,28,10,5.95,IN,2020-05-11 04:16:28,clear sky,0.0,0.0
359,Tambacounda,13.75,-13.76,84.2,45,10,6.93,SN,2020-05-11 04:16:29,clear sky,0.0,0.0
360,Harper,4.38,-7.72,80.47,84,100,10.78,LR,2020-05-11 04:16:29,moderate rain,0.0,0.0
361,Miraflores,19.22,-98.81,60.01,67,75,13.87,MX,2020-05-11 04:16:30,broken clouds,0.0,0.0
362,Ampanihy,-24.7,44.75,59.68,91,0,6.69,MG,2020-05-11 04:16:30,clear sky,0.0,0.0
363,Kachiry,53.07,76.1,76.42,31,9,2.75,KZ,2020-05-11 04:16:30,clear sky,0.0,0.0
364,Mahajanga,-15.72,46.32,71.6,73,20,5.82,MG,2020-05-11 04:15:06,few clouds,0.0,0.0
365,Stanghelle,60.55,5.74,35.01,94,75,11.41,NO,2020-05-11 04:16:30,broken clouds,0.0,0.0
366,Mount Pleasant,32.79,-79.86,62.01,100,75,9.66,US,2020-05-11 04:15:40,broken clouds,0.0,0.0
367,Aljezur,37.32,-8.8,63.0,93,54,13.11,PT,2020-05-11 04:16:31,broken clouds,0.0,0.0
368,Biltine,14.53,20.92,82.58,14,0,17.34,TD,2020-05-11 04:14:45,clear sky,0.0,0.0
369,Mitu,1.2,-70.17,72.37,98,19,1.12,CO,2020-05-11 04:16:31,few clouds,0.0,0.0
370,Grand-Santi,4.25,-54.38,73.18,97,96,1.97,GF,2020-05-11 04:16:31,overcast clouds,0.0,0.0
371,Horodnya,51.89,31.6,52.09,78,0,4.61,UA,2020-05-11 04:16:31,clear sky,0.0,0.0
372,Gewane,10.17,40.65,83.14,54,0,3.67,ET,2020-05-11 04:16:32,clear sky,0.0,0.0
373,Zhanaozen,43.3,52.8,54.99,81,100,20.11,KZ,2020-05-11 04:16:32,light rain,0.0,0.0
374,Foki,56.69,54.35,59.27,62,100,4.43,RU,2020-05-11 04:16:32,overcast clouds,0.0,0.0
375,Hamilton,39.18,-84.53,46.99,67,13,5.01,US,2020-05-11 04:14:38,few clouds,0.0,0.0
376,Kuraymah,18.55,31.85,76.84,17,0,9.37,SD,2020-05-11 04:16:32,clear sky,0.0,0.0
377,Athens,37.98,23.72,64.99,67,20,1.97,GR,2020-05-11 04:12:19,few clouds,0.0,0.0
378,Ciudad Bolivar,8.12,-63.55,79.93,63,10,14.76,VE,2020-05-11 04:16:33,clear sky,0.0,0.0
379,Bonavista,48.65,-53.11,33.1,92,10,21.99,CA,2020-05-11 04:14:41,clear sky,0.0,0.0
380,Clyde River,70.47,-68.59,12.2,85,90,5.82,CA,2020-05-11 04:16:34,overcast clouds,0.0,0.0
381,Batticaloa,7.71,81.69,86.22,70,100,4.54,LK,2020-05-11 04:16:26,overcast clouds,0.0,0.0
382,Gorlice,49.66,21.16,60.01,83,33,10.92,PL,2020-05-11 04:16:34,scattered clouds,0.0,0.0
383,Abu Samrah,35.3,37.18,61.43,51,0,3.87,SY,2020-05-11 04:16:34,clear sky,0.0,0.0
384,Dondo,-19.61,34.74,66.2,93,20,5.82,MZ,2020-05-11 04:16:35,few clouds,0.0,0.0
385,Semnan,35.57,53.4,68.92,36,0,7.96,IR,2020-05-11 04:16:35,clear sky,0.0,0.0
386,Dera Ismail Khan,31.83,70.9,94.87,24,94,7.76,PK,2020-05-11 04:16:35,overcast clouds,0.0,0.0
387,Cravo Norte,6.3,-70.2,79.32,81,48,2.24,CO,2020-05-11 04:16:36,scattered clouds,0.0,0.0
388,Witu,-2.39,40.44,76.08,92,100,13.87,KE,2020-05-11 04:16:36,light rain,0.0,0.0
389,Bowling Green,36.99,-86.44,51.8,53,1,3.36,US,2020-05-11 04:15:23,clear sky,0.0,0.0
390,Matay,28.42,30.78,62.26,59,0,9.55,EG,2020-05-11 04:16:37,clear sky,0.0,0.0
391,San Andres,12.58,-81.7,84.2,79,75,11.41,CO,2020-05-11 04:13:41,broken clouds,0.0,0.0
392,Puteyets,65.17,57.09,46.06,65,66,10.6,RU,2020-05-11 04:16:37,broken clouds,0.0,0.0
393,Treinta Y Tres,-33.23,-54.38,68.65,62,68,9.51,UY,2020-05-11 04:16:37,broken clouds,0.0,0.0
394,Pirkkala,61.46,23.63,35.01,95,90,5.82,FI,2020-05-11 04:16:37,light snow,0.0,0.0
395,Banchory,57.05,-2.49,35.6,80,40,11.41,GB,2020-05-11 04:16:38,scattered clouds,0.0,0.0
396,Halvad,23.02,71.18,89.87,47,2,6.31,IN,2020-05-11 04:16:38,clear sky,0.0,0.0
397,Richards Bay,-28.78,32.04,60.64,70,0,7.11,ZA,2020-05-11 04:16:38,clear sky,0.0,0.0
398,La Asuncion,11.03,-63.86,78.8,94,17,17.22,VE,2020-05-11 04:15:32,few clouds,0.0,0.0
399,Bull Savanna,17.89,-77.59,74.93,86,100,9.8,JM,2020-05-11 04:16:38,overcast clouds,0.0,0.0
400,Muromtsevo,56.37,75.24,76.35,39,0,4.34,RU,2020-05-11 04:16:39,clear sky,0.0,0.0
401,Padang,-0.95,100.35,88.56,58,100,4.27,ID,2020-05-11 04:15:07,overcast clouds,0.0,0.0
402,Cascais,38.7,-9.42,62.01,87,56,20.38,PT,2020-05-11 04:16:39,moderate rain,0.0,0.0
403,Gobabis,-22.45,18.97,55.4,54,0,5.82,NA,2020-05-11 04:16:39,clear sky,0.0,0.0
404,Pitimbu,-7.47,-34.81,75.2,94,20,5.82,BR,2020-05-11 04:16:40,few clouds,0.0,0.0
405,Oussouye,12.48,-16.55,73.4,88,75,4.7,SN,2020-05-11 04:16:40,broken clouds,0.0,0.0
406,Manta,-0.95,-80.73,78.8,83,75,4.7,EC,2020-05-11 04:16:41,broken clouds,0.0,0.0
407,Mana,5.66,-53.78,77.88,90,94,14.0,GF,2020-05-11 04:16:41,moderate rain,0.0,0.0
408,Gweta,-20.18,25.23,56.16,60,1,7.31,BW,2020-05-11 04:16:41,clear sky,0.0,0.0
409,Marawi,8.0,124.29,84.99,85,67,8.01,PH,2020-05-11 04:14:20,moderate rain,0.0,0.0
410,Pizarro,4.95,-77.37,79.18,88,100,3.42,CO,2020-05-11 04:16:42,light rain,0.0,0.0
411,Bari Sadri,24.42,74.47,87.8,38,0,10.29,IN,2020-05-11 04:16:42,clear sky,0.0,0.0
412,Malartic,48.13,-78.13,26.6,86,90,13.87,CA,2020-05-11 04:16:42,light snow,0.0,0.0
413,Carnarvon,-24.87,113.63,77.45,51,0,7.78,AU,2020-05-11 04:13:31,clear sky,0.0,0.0
414,Verkhniy Baskunchak,48.23,46.72,54.41,70,0,14.38,RU,2020-05-11 04:16:42,clear sky,0.0,0.0
415,George Town,5.41,100.34,87.8,79,20,4.7,MY,2020-05-11 04:16:43,few clouds,0.0,0.0
416,Pindiga,9.98,10.93,77.41,73,14,10.27,NG,2020-05-11 04:16:43,few clouds,0.0,0.0
417,Nara,34.69,135.8,81.0,60,20,10.29,JP,2020-05-11 04:16:43,few clouds,0.0,0.0
418,Priyutnoye,46.1,43.51,50.0,81,46,18.01,RU,2020-05-11 04:16:43,scattered clouds,0.0,0.0
419,Uyuni,-20.46,-66.83,43.07,52,21,7.78,BO,2020-05-11 04:16:44,few clouds,0.0,0.0
420,Mora,11.05,14.14,86.22,13,56,4.79,CM,2020-05-11 04:16:44,broken clouds,0.0,0.0
421,Adeje,28.12,-16.73,70.0,73,75,6.93,ES,2020-05-11 04:16:44,broken clouds,0.0,0.0
422,Sikonge,-5.63,32.77,60.76,92,79,3.76,TZ,2020-05-11 04:16:44,broken clouds,0.0,0.0
423,Varva,50.49,32.72,53.06,84,0,4.76,UA,2020-05-11 04:16:45,clear sky,0.0,0.0
424,Meghri,38.9,46.24,57.09,64,64,2.48,AM,2020-05-11 04:16:45,broken clouds,0.0,0.0
425,Dzhalil,55.02,52.74,57.11,64,51,8.81,RU,2020-05-11 04:16:45,broken clouds,0.0,0.0
426,Santa Cruz Del Sur,20.71,-78.0,80.87,78,100,3.69,CU,2020-05-11 04:16:45,light rain,0.0,0.0
427,Quatre Cocos,-20.21,57.76,73.4,56,75,11.41,MU,2020-05-11 04:16:45,broken clouds,0.0,0.0
428,Ritchie,-29.04,24.6,44.6,87,0,1.12,ZA,2020-05-11 04:16:46,clear sky,0.0,0.0
429,Rovaniemi,66.5,25.72,32.0,97,75,6.93,FI,2020-05-11 04:16:46,light shower snow,0.0,0.0
430,Sao Felix Do Xingu,-6.64,-51.99,71.8,96,100,1.72,BR,2020-05-11 04:16:46,overcast clouds,0.0,0.0
431,Kangaatsiaq,68.31,-53.46,34.54,87,100,12.48,GL,2020-05-11 04:16:46,overcast clouds,0.0,0.0
432,Bengkulu,-3.8,102.27,87.04,64,91,2.51,ID,2020-05-11 04:15:58,overcast clouds,0.0,0.0
433,Wagar,16.15,36.2,80.87,53,46,8.14,SD,2020-05-11 04:15:22,scattered clouds,0.0,0.0
434,Wadi Musa,30.32,35.48,59.05,40,0,3.4,JO,2020-05-11 04:16:47,clear sky,0.0,0.0
435,Lumberton,34.62,-79.01,57.2,81,1,4.7,US,2020-05-11 04:16:47,clear sky,0.0,0.0
436,Port-Cartier,50.03,-66.87,37.99,64,20,12.75,CA,2020-05-11 04:16:47,few clouds,0.0,0.0
437,Svetlogorsk,52.63,29.73,51.64,80,15,6.73,BY,2020-05-11 04:16:47,few clouds,0.0,0.0
438,Vardo,70.37,31.11,32.0,97,75,17.22,NO,2020-05-11 04:12:00,light rain and snow,0.0,0.0
439,Kruisfontein,-34.0,24.73,57.09,60,0,4.54,ZA,2020-05-11 04:12:51,clear sky,0.0,0.0
440,Gaoual,11.75,-13.2,77.43,68,46,2.98,GN,2020-05-11 04:16:48,scattered clouds,0.0,0.0
441,Wad Rawah,15.16,33.14,82.4,31,84,8.37,SD,2020-05-11 04:16:48,broken clouds,0.0,0.0
442,Praia Da Vitoria,38.73,-27.07,57.2,71,40,22.57,PT,2020-05-11 04:16:47,scattered clouds,0.0,0.0
443,Pokhara,28.23,83.98,80.53,38,91,2.39,NP,2020-05-11 04:16:48,overcast clouds,0.0,0.0
444,Senekal,-28.32,27.62,46.87,53,0,4.09,ZA,2020-05-11 04:16:48,clear sky,0.0,0.0
445,Sars,56.55,57.14,57.58,71,100,3.13,RU,2020-05-11 04:16:49,overcast clouds,0.0,0.0
446,Were Ilu,10.6,39.43,53.04,64,13,7.07,ET,2020-05-11 04:16:49,few clouds,0.0,0.0
447,Dolores,-36.31,-57.68,52.79,70,41,7.47,AR,2020-05-11 04:16:49,scattered clouds,0.0,0.0
448,Mogadishu,2.04,45.34,78.8,65,40,8.05,SO,2020-05-11 04:14:44,scattered clouds,0.0,0.0
449,Kibala,9.11,18.35,84.2,58,20,11.41,TD,2020-05-11 04:16:49,few clouds,0.0,0.0
450,Baraki Barak,33.97,68.95,68.4,39,55,3.87,AF,2020-05-11 04:16:50,broken clouds,0.0,0.0
451,Ostersund,63.18,14.64,28.4,79,53,19.46,SE,2020-05-11 04:16:50,broken clouds,0.0,0.0
452,Gat,31.61,34.76,63.0,71,0,2.93,IL,2020-05-11 04:15:02,clear sky,0.0,0.0
453,Marti,22.95,-80.92,71.6,73,90,3.36,CU,2020-05-11 04:16:50,overcast clouds,0.0,0.0
454,Oktyabrskoye,43.06,44.74,51.8,76,33,4.47,RU,2020-05-11 04:16:50,scattered clouds,0.0,0.0
455,Inzer,54.22,57.56,62.15,57,73,0.74,RU,2020-05-11 04:16:50,broken clouds,0.0,0.0
456,Challans,46.84,-1.87,51.8,81,90,18.34,FR,2020-05-11 04:16:51,overcast clouds,0.0,0.0
457,Umm Lajj,25.02,37.27,75.78,44,1,12.64,SA,2020-05-11 04:16:51,clear sky,0.0,0.0
458,Mozarlandia,-14.74,-50.57,71.15,81,1,2.66,BR,2020-05-11 04:16:51,clear sky,0.0,0.0
459,Shelburne,44.08,-80.2,35.6,93,90,7.96,CA,2020-05-11 04:16:51,overcast clouds,0.0,0.0
460,Nowa Deba,50.43,21.75,61.0,77,49,9.24,PL,2020-05-11 04:16:51,scattered clouds,0.0,0.0
